Transaction ID,amount,Comments
99735745,80,The resolved payment was successfully reconciled and updated in the system.
20940783,50,The payment was not found in the corresponding financial report. Additional investigation is required.
97824994,150,The amount recorded does not match the expected payment. Please double-check the payment details.
92103595,100,"The order was refunded due to a customer request, and the issue is now closed."
50175197,5,"We found a partial payment, but the full transaction details are still missing."
36425211,200,"The order was refunded due to a customer request, and the issue is now closed."
25958901,30,Kindly check the payment gateway logs to identify any issues with the transaction.
16818717,150,"The order was refunded due to a customer request, and the issue is now closed."
85446024,6900,"Please provide the correct transaction ID, and we will continue with the reconciliation process."
66508225,200,"The wrong account was initially credited, but the transaction has been rectified and processed correctly."
92249565,8,The payment reference provided doesn’t match the system’s record. We need additional verification.
69083738,500,"The wrong account was initially credited, but the transaction has been rectified and processed correctly."
55162495,17,Please verify the order details with the accounting team so we can finalize the reconciliation.
92704365,50,"The system returned an error when processing the payment, so we need to reprocess it."
22755105,98,"The customer provided the correct payment reference, and the discrepancy was cleared."
51064389,9,"The order ID and payment do not align with our records, and we are awaiting further confirmation."
16352113,10,"The payment was processed successfully, and the reconciliation issue is now resolved."
65350380,1,"The order was refunded due to a customer request, and the issue is now closed."
42492944,80,"The missing order ID has been found, and the data has been updated accordingly."
84403515,2000,"The data from the external source is missing key information, and we need to validate before proceeding."
34417723,6,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
83657001,50,"After reviewing the order, we found the correct payment details. The case is now resolved."
10512050,50,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
49392766,1,"The payment was rejected, but we have no details on why. More information is required to resolve."
40687943,25,"After reviewing the order, we found the correct payment details. The case is now resolved."
94255939,1,"The order was refunded due to a customer request, and the issue is now closed."
45237106,10,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
80532290,5,Kindly check the payment gateway logs to identify any issues with the transaction.
24869144,500,"The order ID and payment do not align with our records, and we are awaiting further confirmation."
61157771,4,"The customer provided the correct payment reference, and the discrepancy was cleared."
61447178,10,"The customer provided the correct payment reference, and the discrepancy was cleared."
94087201,100,The issue has been reviewed and closed successfully after corrections were applied.
65106824,50,"The data from the external source is missing key information, and we need to validate before proceeding."
85299709,40,"The error was caused by incorrect data formatting, which has now been corrected."
79097448,1,The payment was not found in the corresponding financial report. Additional investigation is required.
93995518,2,"The missing order ID has been found, and the data has been updated accordingly."
36736786,200,"The data from the external source is missing key information, and we need to validate before proceeding."
69279728,250,We couldn’t locate the order ID in the system; please verify the transaction details.
49076970,20,"The payment was rejected, but we have no details on why. More information is required to resolve."
69406006,60,Kindly check the payment gateway logs to identify any issues with the transaction.
15790970,200,"The error was caused by incorrect data formatting, which has now been corrected."
44503025,20,The wrong transaction ID was used in the initial record. It’s now corrected.
27170177,300,The transaction needs to be manually confirmed before we can proceed with reconciliation.
47439066,10,"Please provide the correct transaction ID, and we will continue with the reconciliation process."
13704314,183,We couldn’t locate the order ID in the system; please verify the transaction details.
59615048,50,"The payment discrepancy was related to a system error, which has now been fixed."
46747603,10,"The payment gateway didn’t return the correct confirmation, so the order remains unresolved."
96101146,25,"The status has been updated, and all records now reflect accurate information and you can download the report again"
15343475,75,"We found a partial payment, but the full transaction details are still missing."
84064946,100,"The payment was rejected, but we have no details on why. More information is required to resolve."
41879797,10,"Its not been 3 months, wait and then raise for the issue"
16268930,5,"We found a partial payment, but the full transaction details are still missing."
75987009,100,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
57904968,150,"The missing data was found, and all accounts are now balanced."
84798984,28,"The payment discrepancy was related to a system error, which has now been fixed."
89356196,3,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
77962507,150,"Please provide the correct transaction ID, and we will continue with the reconciliation process."
63223757,1,"The payment was processed successfully, and the reconciliation issue is now resolved."
23801859,25,"The payment status is still showing as pending, and we need further clarification before resolving."
84354804,50,"The status has been updated, and all records now reflect accurate information and you can download the report again"
17794659,100,The transaction needs to be manually confirmed before we can proceed with reconciliation.
54647940,150,The resolved payment was successfully reconciled and updated in the system.
24858904,207,The wrong transaction ID was used in the initial record. It’s now corrected.
96558412,4,The payment reference provided doesn’t match the system’s record. We need additional verification.
73077886,250,"The payment was processed successfully, and the reconciliation issue is now resolved."
68110740,20,"The order and payment were recorded under different categories, so we need to reassign them for reconciliation."
58485098,3,"The payment status is still showing as pending, and we need further clarification before resolving."
79627858,10,"The payment was rejected, but we have no details on why. More information is required to resolve."
29848277,150,"The missing order ID has been found, and the data has been updated accordingly."
77386900,156,The payment was not found in the corresponding financial report. Additional investigation is required.
50620717,75,The reconciliation has been completed. The records now align across all platforms.
71192603,2,The transaction needs to be manually confirmed before we can proceed with reconciliation.
70558724,18,"Once the missing order information is provided, we will proceed with finalizing the reconciliation."
73417309,200,Please verify the order details with the accounting team so we can finalize the reconciliation.
99622317,22,The reconciliation has been completed. The records now align across all platforms.
44858272,1,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
20177478,10,The wrong transaction ID was used in the initial record. It’s now corrected.
88375141,100,The wrong transaction ID was used in the initial record. It’s now corrected.
65535765,30,The reconciliation has been completed. The records now align across all platforms.
89585580,10,"The payment amount is incorrect, and further investigation is needed to identify the cause of the discrepancy."
99410219,3,We couldn’t locate the order ID in the system; please verify the transaction details.
55691819,10,The transaction appears to have been processed but wasn’t recorded in the system. Further investigation needed.
90543964,10,"There’s a discrepancy in the order details, and we need more time to resolve it."
85612952,15,"The order ID and payment do not align with our records, and we are awaiting further confirmation."
20287097,25,Kindly check the payment gateway logs to identify any issues with the transaction.
85277740,400,"The order was refunded due to a customer request, and the issue is now closed."
40832488,97,"The missing data was found, and all accounts are now balanced."
91047873,46,The transaction appears to have been processed but wasn’t recorded in the system. Further investigation needed.
21600272,200,"The comments provided don’t match the transaction details, so we need further clarification."
78902543,148,"The error was caused by incorrect data formatting, which has now been corrected."
98116130,500,"The customer provided the correct payment reference, and the discrepancy was cleared."
84084953,100,The issue has been successfully resolved. The transaction has been matched
85928022,80,"The payment was processed twice, and the duplicate entry has been removed."
38323970,1000,"The payment discrepancy was related to a system error, which has now been fixed."
97907363,25,"The payment was rejected, but we have no details on why. More information is required to resolve."
20236006,50,"The wrong account was initially credited, but the transaction has been rectified and processed correctly."
49152490,10,We couldn’t locate the order ID in the system; please verify the transaction details.
58084440,9,"The reconciliation process was interrupted, and we need to restart it to verify the data."
44108018,100,"The customer provided the correct payment reference, and the discrepancy was cleared."
45177266,40,"The customer provided the correct payment reference, and the discrepancy was cleared."
35155523,20,The payment was not found in the corresponding financial report. Additional investigation is required.
38213120,2,The transaction needs to be manually confirmed before we can proceed with reconciliation.
54844061,5000,"The transaction was mistakenly marked as pending, but it is now confirmed and paid"
10670699,2,"Please update the missing fields, and we’ll reprocess the transaction for reconciliation."
51085870,5,"The missing data was found, and all accounts are now balanced."
19845928,10,The resolved payment was successfully reconciled and updated in the system.
10203255,3,"We found a partial payment, but the full transaction details are still missing."
56577058,46,"The system returned an error when processing the payment, so we need to reprocess it."
98287663,20,"The missing order ID has been found, and the data has been updated accordingly."
74016260,5,"Once the missing order information is provided, we will proceed with finalizing the reconciliation."
93217004,100,"Please update the missing fields, and we’ll reprocess the transaction for reconciliation."
77019357,10,"Please update the missing fields, and we’ll reprocess the transaction for reconciliation."
43562749,100,"The payment was rejected, but we have no details on why. More information is required to resolve."
83499159,5,"The transaction was mistakenly marked as pending, but it is now confirmed and paid"
49522692,10,"The transaction was mistakenly marked as pending, but it is now confirmed and paid"
12252485,200,"The payment discrepancy was related to a system error, which has now been fixed."
83464863,200,"The payment was processed twice, and the duplicate entry has been removed."
32939216,20,The resolved payment was successfully reconciled and updated in the system.
82241669,75,"The missing data was found, and all accounts are now balanced."
95780962,9,"The system is currently down, preventing us from completing the reconciliation."
67539153,600,"The system is currently down, preventing us from completing the reconciliation."
90229633,40,"The wrong account was initially credited, but the transaction has been rectified and processed correctly."
67303074,100,"The missing data was found, and all accounts are now balanced."
84965844,6,The resolved payment was successfully reconciled and updated in the system.
13951990,300,"Please update the missing fields, and we’ll reprocess the transaction for reconciliation."
35963599,12,"The payment amount is incorrect, and further investigation is needed to identify the cause of the discrepancy."
93286682,5,"The payment was rejected, but we have no details on why. More information is required to resolve."
89179084,5,We need the customer’s payment reference to proceed with the investigation.
82061435,50,"The payment was processed twice, and the duplicate entry has been removed."
92783722,100,"The payment amount is incorrect, and further investigation is needed to identify the cause of the discrepancy."
46590569,4,"Please update the missing fields, and we’ll reprocess the transaction for reconciliation."
20769582,199,"The order was refunded due to a customer request, and the issue is now closed."
63056535,5,"The status has been updated, and all records now reflect accurate information and you can download the report again"
80606186,2,We need the customer’s payment reference to proceed with the investigation.
99615118,20,"Once the missing order information is provided, we will proceed with finalizing the reconciliation."
71914280,2,The issue has been successfully resolved. The transaction has been matched
75398276,49,"The payment amount is incorrect, and further investigation is needed to identify the cause of the discrepancy."
66639184,100,"The missing data was found, and all accounts are now balanced."
58435378,50,"The payment gateway didn’t return the correct confirmation, so the order remains unresolved."
43464548,244,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
40408690,150,"The payment status is still showing as pending, and we need further clarification before resolving."
96864568,14,"The payment was rejected, but we have no details on why. More information is required to resolve."
93646370,19,"The payment discrepancy was related to a system error, which has now been fixed."
60331355,197,The issue has been successfully resolved. The transaction has been matched
96604928,500,"The payment discrepancy was related to a system error, which has now been fixed."
50424564,1,The amount recorded does not match the expected payment. Please double-check the payment details.
62753680,500,The discrepancy was due to an incorrect payment method. It’s now corrected and reconciled.
73311859,3,"The order was refunded due to a customer request, and the issue is now closed."
91997915,150,The transaction needs to be manually confirmed before we can proceed with reconciliation.
70776569,400,"The order ID and payment do not align with our records, and we are awaiting further confirmation."
25362225,5,We need the customer’s payment reference to proceed with the investigation.
81114286,2,"The customer provided the correct payment reference, and the discrepancy was cleared."
54787097,1,Please verify the order details with the accounting team so we can finalize the reconciliation.
53486983,17,"We found a partial payment, but the full transaction details are still missing."
41681040,243,We need the customer’s payment reference to proceed with the investigation.
39933702,30,The transaction appears to have been processed but wasn’t recorded in the system. Further investigation needed.
97857169,15,"The payment discrepancy was related to a system error, which has now been fixed."
89410693,1,The reconciliation has been completed. The records now align across all platforms.
15989891,600,"Please update the missing fields, and we’ll reprocess the transaction for reconciliation."
14660046,100,"The system is currently down, preventing us from completing the reconciliation."
13440167,30,"The reconciliation process was interrupted, and we need to restart it to verify the data."
13847073,150,"The missing order ID has been found, and the data has been updated accordingly."
18247339,45,"The payment status is still showing as pending, and we need further clarification before resolving."
65943410,200,The reconciliation has been completed. The records now align across all platforms.
34110164,400,We need the customer’s payment reference to proceed with the investigation.
27369395,50,Kindly check the payment gateway logs to identify any issues with the transaction.
63175905,5,The amount recorded does not match the expected payment. Please double-check the payment details.
98612975,45,The discrepancy was due to an incorrect payment method. It’s now corrected and reconciled.
94629012,40,The amount recorded does not match the expected payment. Please double-check the payment details.
69706374,13,The payment was not found in the corresponding financial report. Additional investigation is required.
89429345,300,The discrepancy was due to an incorrect payment method. It’s now corrected and reconciled.
12599332,29,The reconciliation has been completed. The records now align across all platforms.
64808093,1000,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
33941443,100,"The error was caused by incorrect data formatting, which has now been corrected."
86581664,4,"The payment amount is incorrect, and further investigation is needed to identify the cause of the discrepancy."
86433540,1500,"The order was refunded due to a customer request, and the issue is now closed."
83207481,176,The transaction needs to be manually confirmed before we can proceed with reconciliation.
38620600,10,The payment reference provided doesn’t match the system’s record. We need additional verification.
14332489,1,We couldn’t locate the order ID in the system; please verify the transaction details.
77893925,10,"The order ID and payment do not align with our records, and we are awaiting further confirmation."
60477196,1,"The system returned an error when processing the payment, so we need to reprocess it."
60959361,20,"The data from the external source is missing key information, and we need to validate before proceeding."
21442740,100,"The status has been updated, and all records now reflect accurate information and you can download the report again"
86884624,150,The reconciliation has been completed. The records now align across all platforms.
96438101,16,"There’s a discrepancy in the order details, and we need more time to resolve it."
54658405,100,Kindly check the payment gateway logs to identify any issues with the transaction.
57484048,100,"The reconciliation process was interrupted, and we need to restart it to verify the data."
24985179,25,"The payment was processed twice, and the duplicate entry has been removed."
30494638,86,"The system returned an error when processing the payment, so we need to reprocess it."
22841033,1000,"The transaction was mistakenly marked as pending, but it is now confirmed and paid"
14044456,32,"The missing order ID has been found, and the data has been updated accordingly."
17205076,2,"After reviewing the order, we found the correct payment details. The case is now resolved."
76811838,388,"The order was refunded due to a customer request, and the issue is now closed."
30482037,10,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
23875400,20,We couldn’t locate the order ID in the system; please verify the transaction details.
38885704,1,The amount recorded does not match the expected payment. Please double-check the payment details.
66888155,30,"The system returned an error when processing the payment, so we need to reprocess it."
99071069,50,Please verify the order details with the accounting team so we can finalize the reconciliation.
35407820,29,"The error was caused by incorrect data formatting, which has now been corrected."
19996643,20,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
66064678,60,Kindly check the payment gateway logs to identify any issues with the transaction.
84890041,10,"The payment was processed twice, and the duplicate entry has been removed."
65540120,4,"The data from the external source is missing key information, and we need to validate before proceeding."
26700131,55,The reconciliation has been completed. The records now align across all platforms.
68628812,200,"The reconciliation process was interrupted, and we need to restart it to verify the data."
59088914,60,We need the customer’s payment reference to proceed with the investigation.
81967162,47,We suggest checking with the payment provider to confirm if the payment was completed successfully.
62084391,50,"The wrong account was initially credited, but the transaction has been rectified and processed correctly."
83043716,500,"The missing order ID has been found, and the data has been updated accordingly."
38941093,30,The issue has been successfully resolved. The transaction has been matched
82698303,1,"The payment discrepancy was related to a system error, which has now been fixed."
55983664,30,"The order and payment were recorded under different categories, so we need to reassign them for reconciliation."
22543025,245,Kindly check the payment gateway logs to identify any issues with the transaction.
74963081,30,"The error was caused by incorrect data formatting, which has now been corrected."
59791362,34,"The payment gateway didn’t return the correct confirmation, so the order remains unresolved."
37966702,8,"The reconciliation process was interrupted, and we need to restart it to verify the data."
34159081,1,We suggest checking with the payment provider to confirm if the payment was completed successfully.
36585540,500,The issue has been successfully resolved. The transaction has been matched
61923247,3,"The order ID and payment do not align with our records, and we are awaiting further confirmation."
62294156,1000,The transaction appears to have been processed but wasn’t recorded in the system. Further investigation needed.
43063103,4,"The payment was processed successfully, and the reconciliation issue is now resolved."
37307539,30,"The payment was processed successfully, and the reconciliation issue is now resolved."
57852245,1000,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
46041007,100,"The customer provided the correct payment reference, and the discrepancy was cleared."
97793098,28,"The payment status is still showing as pending, and we need further clarification before resolving."
25404747,101,"The transaction was mistakenly marked as pending, but it is now confirmed and paid"
22078319,9,"The payment status is still showing as pending, and we need further clarification before resolving."
24146520,20,The payment reference provided doesn’t match the system’s record. We need additional verification.
81781322,30,The amount recorded does not match the expected payment. Please double-check the payment details.
69678100,1000,The wrong transaction ID was used in the initial record. It’s now corrected.
72968901,564,"The customer provided the correct payment reference, and the discrepancy was cleared."
38380607,30,"The order and payment were recorded under different categories, so we need to reassign them for reconciliation."
33095755,6,"The system is currently down, preventing us from completing the reconciliation."
74699524,20,The payment was not found in the corresponding financial report. Additional investigation is required.
67400446,3,"The customer provided the correct payment reference, and the discrepancy was cleared."
13082278,400,"The order was refunded due to a customer request, and the issue is now closed."
95508405,20,"After reviewing the order, we found the correct payment details. The case is now resolved."
71530472,250,The amount recorded does not match the expected payment. Please double-check the payment details.
35647444,3,"The order was refunded due to a customer request, and the issue is now closed."
96102988,40,"The reconciliation process was interrupted, and we need to restart it to verify the data."
55648302,50,"Please update the missing fields, and we’ll reprocess the transaction for reconciliation."
14501386,2,"The reconciliation process was interrupted, and we need to restart it to verify the data."
91143051,18,"We found a partial payment, but the full transaction details are still missing."
17346900,200,"There’s a discrepancy in the order details, and we need more time to resolve it."
17923472,50,"The comments provided don’t match the transaction details, so we need further clarification."
98694022,1,"The transaction was mistakenly marked as pending, but it is now confirmed and paid"
93794658,80,"Once the missing order information is provided, we will proceed with finalizing the reconciliation."
64688103,60,We need the customer’s payment reference to proceed with the investigation.
68303166,400,"The data from the external source is missing key information, and we need to validate before proceeding."
87338670,50,Kindly check the payment gateway logs to identify any issues with the transaction.
94549448,18,"After reviewing the order, we found the correct payment details. The case is now resolved."
69215772,100,"The missing order ID has been found, and the data has been updated accordingly."
94665578,100,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
81155727,500,"The payment gateway didn’t return the correct confirmation, so the order remains unresolved."
38890691,60,"The payment status is still showing as pending, and we need further clarification before resolving."
47984311,100,"Please update the missing fields, and we’ll reprocess the transaction for reconciliation."
88749495,10,The issue has been successfully resolved. The transaction has been matched
92280862,30,"Once the missing order information is provided, we will proceed with finalizing the reconciliation."
45826833,199,The amount recorded does not match the expected payment. Please double-check the payment details.
22144525,100,"The comments provided don’t match the transaction details, so we need further clarification."
78766449,6,"The data from the external source is missing key information, and we need to validate before proceeding."
80463490,115,We need the customer’s payment reference to proceed with the investigation.
92340843,5,The wrong transaction ID was used in the initial record. It’s now corrected.
83149872,2,"The system is currently down, preventing us from completing the reconciliation."
22976577,100,The transaction appears to have been processed but wasn’t recorded in the system. Further investigation needed.
12024825,57,"The system is currently down, preventing us from completing the reconciliation."
51771672,500,The transaction appears to have been processed but wasn’t recorded in the system. Further investigation needed.
29682974,150,"The payment gateway didn’t return the correct confirmation, so the order remains unresolved."
37880804,3,"The wrong account was initially credited, but the transaction has been rectified and processed correctly."
77551914,17,"We found a partial payment, but the full transaction details are still missing."
28102471,35,The resolved payment was successfully reconciled and updated in the system.
75890445,70,"The error was caused by incorrect data formatting, which has now been corrected."
77138615,1,"The status has been updated, and all records now reflect accurate information and you can download the report again"
21375711,300,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
43764916,2000,"The wrong account was initially credited, but the transaction has been rectified and processed correctly."
29543066,1,We need the customer’s payment reference to proceed with the investigation.
18431279,50,The transaction needs to be manually confirmed before we can proceed with reconciliation.
25959316,5,"The data from the external source is missing key information, and we need to validate before proceeding."
45205201,1,"We found a partial payment, but the full transaction details are still missing."
11112814,50,"The payment was processed twice, and the duplicate entry has been removed."
10957829,250,"The payment was processed successfully, and the reconciliation issue is now resolved."
49264248,1000,"The comments provided don’t match the transaction details, so we need further clarification."
67336579,95,"The error was caused by incorrect data formatting, which has now been corrected."
62849294,75,The amount recorded does not match the expected payment. Please double-check the payment details.
29649403,5,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
75612816,50,The amount recorded does not match the expected payment. Please double-check the payment details.
51137286,2,"The order and payment were recorded under different categories, so we need to reassign them for reconciliation."
64868632,10,The issue has been reviewed and closed successfully after corrections were applied.
32872138,10,"Please provide the correct transaction ID, and we will continue with the reconciliation process."
20811966,30,"The wrong account was initially credited, but the transaction has been rectified and processed correctly."
90065257,3,"The missing order ID has been found, and the data has been updated accordingly."
97823294,1,The wrong transaction ID was used in the initial record. It’s now corrected.
61628329,56,"The payment was rejected, but we have no details on why. More information is required to resolve."
35700594,50,We suggest checking with the payment provider to confirm if the payment was completed successfully.
25745693,100,The wrong transaction ID was used in the initial record. It’s now corrected.
48804248,50,The transaction appears to have been processed but wasn’t recorded in the system. Further investigation needed.
78255034,200,The reconciliation has been completed. The records now align across all platforms.
33675460,870,The transaction needs to be manually confirmed before we can proceed with reconciliation.
90139911,230,"The transaction was mistakenly marked as pending, but it is now confirmed and paid"
12350750,12,"The comments provided don’t match the transaction details, so we need further clarification."
44172083,300,The issue has been successfully resolved. The transaction has been matched
52878977,100,The transaction needs to be manually confirmed before we can proceed with reconciliation.
17191405,250,"The missing order ID has been found, and the data has been updated accordingly."
10825577,247,"The order and payment were recorded under different categories, so we need to reassign them for reconciliation."
22195570,1,The discrepancy was due to an incorrect payment method. It’s now corrected and reconciled.
49018214,1,The payment was not found in the corresponding financial report. Additional investigation is required.
10861423,50,"Please provide the correct transaction ID, and we will continue with the reconciliation process."
96790489,10,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
89423403,30,"The system is currently down, preventing us from completing the reconciliation."
26930308,30,"Please update the missing fields, and we’ll reprocess the transaction for reconciliation."
55324398,100,The issue has been reviewed and closed successfully after corrections were applied.
45530709,200,"The data from the external source is missing key information, and we need to validate before proceeding."
35222783,19,"The order ID mismatch has been resolved, and the correct amount has been applied."
46625635,50,"The payment was rejected, but we have no details on why. More information is required to resolve."
10951588,10,The discrepancy was due to an incorrect payment method. It’s now corrected and reconciled.
93209937,50,"The order ID mismatch has been resolved, and the correct amount has been applied."
43114323,300,"Please update the missing fields, and we’ll reprocess the transaction for reconciliation."
98085843,59,The issue has been successfully resolved. The transaction has been matched
63388803,50,"The data from the external source is missing key information, and we need to validate before proceeding."
59868442,200,The resolved payment was successfully reconciled and updated in the system.
97521893,25,The transaction appears to have been processed but wasn’t recorded in the system. Further investigation needed.
23407347,50,The issue has been reviewed and closed successfully after corrections were applied.
31418177,50,Please verify the order details with the accounting team so we can finalize the reconciliation.
39918562,2200,The transaction needs to be manually confirmed before we can proceed with reconciliation.
41290874,5,Please verify the order details with the accounting team so we can finalize the reconciliation.
36084532,500,"The order and payment were recorded under different categories, so we need to reassign them for reconciliation."
74477543,20,"The missing order ID has been found, and the data has been updated accordingly."
21665539,20,"The payment gateway didn’t return the correct confirmation, so the order remains unresolved."
14034843,1,"The transaction was mistakenly marked as pending, but it is now confirmed and paid"
54393842,20,The amount recorded does not match the expected payment. Please double-check the payment details.
56834559,10,"The missing order ID has been found, and the data has been updated accordingly."
45526700,1000,"The error was caused by incorrect data formatting, which has now been corrected."
97527910,100,"The reconciliation process was interrupted, and we need to restart it to verify the data."
68429386,93,The transaction needs to be manually confirmed before we can proceed with reconciliation.
53884309,120,The payment reference provided doesn’t match the system’s record. We need additional verification.
78880129,13,The amount recorded does not match the expected payment. Please double-check the payment details.
54743948,200,"The order and payment were recorded under different categories, so we need to reassign them for reconciliation."
29681595,22,Please verify the order details with the accounting team so we can finalize the reconciliation.
98393130,10,"The missing order ID has been found, and the data has been updated accordingly."
12902686,35,"The missing order ID has been found, and the data has been updated accordingly."
25937639,120,"The order ID and payment do not align with our records, and we are awaiting further confirmation."
68224542,50,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
27301435,100,"The payment was rejected, but we have no details on why. More information is required to resolve."
25751485,299,"The payment discrepancy was related to a system error, which has now been fixed."
53008999,1000,"The customer provided the correct payment reference, and the discrepancy was cleared."
76977409,1,"The order was refunded due to a customer request, and the issue is now closed."
18457080,50,"The payment was rejected, but we have no details on why. More information is required to resolve."
86872797,48,"The comments provided don’t match the transaction details, so we need further clarification."
98066135,20,"The system is currently down, preventing us from completing the reconciliation."
78363603,50,Kindly check the payment gateway logs to identify any issues with the transaction.
43328073,41,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
18118585,2,"The customer provided the correct payment reference, and the discrepancy was cleared."
69708167,650,The payment was not found in the corresponding financial report. Additional investigation is required.
40372647,7,"Its not been 3 months, wait and then raise for the issue"
44163688,5,The issue has been reviewed and closed successfully after corrections were applied.
19276757,600,"The payment amount is incorrect, and further investigation is needed to identify the cause of the discrepancy."
96515801,100,"The status has been updated, and all records now reflect accurate information and you can download the report again"
25209753,47,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
37090669,14,"The missing data was found, and all accounts are now balanced."
86382788,50,"The payment was processed twice, and the duplicate entry has been removed."
21302021,100,"The payment was processed twice, and the duplicate entry has been removed."
70830217,10,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
22090999,300,"The customer provided the correct payment reference, and the discrepancy was cleared."
97496788,10,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
21673123,50,Please verify the order details with the accounting team so we can finalize the reconciliation.
31626491,1,The payment reference provided doesn’t match the system’s record. We need additional verification.
89106221,4,"The customer provided the correct payment reference, and the discrepancy was cleared."
24615069,169,"The order and payment were recorded under different categories, so we need to reassign them for reconciliation."
67833950,80,"The error was caused by incorrect data formatting, which has now been corrected."
38193399,40,"The reconciliation process was interrupted, and we need to restart it to verify the data."
38106521,599,The payment was not found in the corresponding financial report. Additional investigation is required.
54449861,50,The reconciliation has been completed. The records now align across all platforms.
60094781,100,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
57190695,1000,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
13596061,100,The payment was not found in the corresponding financial report. Additional investigation is required.
15896044,700,Please verify the order details with the accounting team so we can finalize the reconciliation.
12261362,3,"The wrong account was initially credited, but the transaction has been rectified and processed correctly."
28073383,20,The issue has been reviewed and closed successfully after corrections were applied.
37076970,5,"The reconciliation process was interrupted, and we need to restart it to verify the data."
58547439,6,The payment reference provided doesn’t match the system’s record. We need additional verification.
39419549,50,The reconciliation has been completed. The records now align across all platforms.
37232877,1,Kindly check the payment gateway logs to identify any issues with the transaction.
48419471,5,"The order was refunded due to a customer request, and the issue is now closed."
50167748,19,"The reconciliation process was interrupted, and we need to restart it to verify the data."
47730311,900,"After reviewing the order, we found the correct payment details. The case is now resolved."
49480975,20,"The data from the external source is missing key information, and we need to validate before proceeding."
31854469,3,The payment was not found in the corresponding financial report. Additional investigation is required.
16481377,30,The reconciliation has been completed. The records now align across all platforms.
68293384,5400,"The order ID and payment do not align with our records, and we are awaiting further confirmation."
65720843,4,"We found a partial payment, but the full transaction details are still missing."
15494895,500,"There’s a discrepancy in the order details, and we need more time to resolve it."
61540462,1000,"The order ID and payment do not align with our records, and we are awaiting further confirmation."
82336280,300,"The payment was processed successfully, and the reconciliation issue is now resolved."
15813086,50,The amount recorded does not match the expected payment. Please double-check the payment details.
15745147,2,"The order ID mismatch has been resolved, and the correct amount has been applied."
39507139,3,"The payment was processed twice, and the duplicate entry has been removed."
86702945,1,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
28255885,10,Kindly check the payment gateway logs to identify any issues with the transaction.
95813679,3,The issue has been successfully resolved. The transaction has been matched
28274084,200,"The system is currently down, preventing us from completing the reconciliation."
13085933,100,The reconciliation has been completed. The records now align across all platforms.
39570077,130,We need the customer’s payment reference to proceed with the investigation.
18362059,250,We couldn’t locate the order ID in the system; please verify the transaction details.
15735017,100,The payment reference provided doesn’t match the system’s record. We need additional verification.
93248916,73,"The reconciliation process was interrupted, and we need to restart it to verify the data."
80929165,90,Please verify the order details with the accounting team so we can finalize the reconciliation.
20996049,80,"The payment was processed twice, and the duplicate entry has been removed."
24097531,2,"The reconciliation process was interrupted, and we need to restart it to verify the data."
68408287,500,"The payment amount is incorrect, and further investigation is needed to identify the cause of the discrepancy."
16055864,100,The wrong transaction ID was used in the initial record. It’s now corrected.
14814292,20,"The error was caused by incorrect data formatting, which has now been corrected."
27677564,300,"The missing order ID has been found, and the data has been updated accordingly."
81462247,1,Please verify the order details with the accounting team so we can finalize the reconciliation.
79997761,500,We need the customer’s payment reference to proceed with the investigation.
86081654,10,The issue has been successfully resolved. The transaction has been matched
93508824,300,"The system is currently down, preventing us from completing the reconciliation."
78210083,5,"Its not been 3 months, wait and then raise for the issue"
75831249,4,"The data from the external source is missing key information, and we need to validate before proceeding."
82089912,100,"The missing order ID has been found, and the data has been updated accordingly."
40681121,50,The amount recorded does not match the expected payment. Please double-check the payment details.
73337301,20,"The missing data was found, and all accounts are now balanced."
32090954,200,"The order ID mismatch has been resolved, and the correct amount has been applied."
98145624,11,The resolved payment was successfully reconciled and updated in the system.
48523812,268,"After reviewing the order, we found the correct payment details. The case is now resolved."
61386211,2,"The payment was rejected, but we have no details on why. More information is required to resolve."
20237331,29,"The order was refunded due to a customer request, and the issue is now closed."
30510380,200,"The data from the external source is missing key information, and we need to validate before proceeding."
76798927,518,"The payment status is still showing as pending, and we need further clarification before resolving."
67218172,20,The issue has been reviewed and closed successfully after corrections were applied.
14526405,50,"The order was refunded due to a customer request, and the issue is now closed."
